"A-1"|No |"80052809"|"130793921"
"A-4"|No |"80052809"|"130793923"
"A-6"|No |"80052809"|"130793924"
"A-2"|No |"80052812"|"130793925"
"A-4"|Yes|"80052812"|"130793926"
"A-6"|No |"80052812"|"130793927"
"A-4"|Yes|"80052813"|"130793928"
"A-4"|Yes|"80052814"|"130793929"
"A-6"|No |"80052814"|"130793930"
"A-4"|Yes|"80052815"|"130793931"
"A-2"|No |"80052816"|"130793933"
"A-1"|Yes|"80052816"|"130793932"
"A-2"|No |"80052817"|"130793934"
"A-4"|Yes|"80052817"|"130793935"
"A-1-b"|No |"80052819"|"130793936"
"A-2"|Yes|"80052819"|"130793937"
"A-4"|No |"80052819"|"130793938"
"A-2-4"|No |"80052820"|"130793939"
"A-4"|Yes|"80052820"|"130793940"
"A-2"|No |"80052821"|"130793941"
"A-4"|Yes|"80052821"|"130793942"
"A-4"|Yes|"80052824"|"130793943"
"A-6"|No |"80052824"|"130793944"
"A-4"|Yes|"80052825"|"130793945"
"A-6"|No |"80052825"|"130793946"
"A-2"|No |"80052826"|"130793947"
"A-4"|Yes|"80052826"|"130793948"
"A-1"|Yes|"80052828"|"130793949"
"A-2"|No |"80052828"|"130793950"
"A-2"|No |"80052829"|"130793951"
"A-4"|Yes|"80052829"|"130793952"
"A-2"|No |"80052830"|"130793953"
"A-4"|Yes|"80052830"|"130793954"
"A-4"|Yes|"80052831"|"130793955"
"A-6"|No |"80052831"|"130793956"
"A-4"|Yes|"80052832"|"130793957"
"A-2"|No |"80052833"|"130793958"
"A-4"|Yes|"80052833"|"130793959"
"A-6"|No |"80052833"|"130793960"
"A-4"|Yes|"80052835"|"130793961"
"A-6"|No |"80052835"|"130793962"
"A-4"|Yes|"80052836"|"130793963"
"A-6"|No |"80052836"|"130793964"
"A-4"|Yes|"80052837"|"130793965"
"A-6"|No |"80052837"|"130793966"
"A-4"|No |"80052838"|"130793967"
"A-6"|No |"80052838"|"130793968"
"A-4"|Yes|"80052840"|"130793969"
"A-6"|No |"80052840"|"130793970"
"A-4"|Yes|"80052841"|"130793971"
"A-6"|No |"80052841"|"130793972"
"A-2"|No |"80052842"|"130793973"
"A-4"|Yes|"80052842"|"130793974"
"A-6"|Yes|"80054044"|"130796501"
"A-7-6"|No |"80054044"|"130796500"
"A-4"|Yes|"80054066"|"130796544"
"A-6"|No |"80054066"|"130796545"
"A-4"|No |"80054067"|"130796546"
"A-6"|Yes|"80054067"|"130796547"
"A-4"|Yes|"80054068"|"130796548"
"A-6"|No |"80054068"|"130796549"
"A-2-4"|No |"80054045"|"130796504"
"A-4"|Yes|"80054045"|"130796502"
"A-6"|No |"80054045"|"130796503"
"A-2-4"|No |"80054046"|"130796506"
"A-6"|Yes|"80054046"|"130796505"
"A-7-6"|No |"80054046"|"130796507"
"A-1-b"|No |"80054047"|"130796508"
"A-6"|Yes|"80054047"|"130796509"
"A-2-4"|No |"80054056"|"130796527"
"A-6"|Yes|"80054056"|"130796528"
"A-7-6"|No |"80054056"|"130796529"
"A-2-4"|No |"80054057"|"130796531"
"A-2-6"|Yes|"80054057"|"130796530"
"A-2-4"|No |"80054058"|"130796533"
"A-2-6"|Yes|"80054058"|"130796532"
"A-2-4"|No |"80054059"|"130796535"
"A-2-6"|Yes|"80054059"|"130796534"
"A-4"|Yes|"80054061"|"130796536"
"A-6"|No |"80054061"|"130796537"
"A-4"|Yes|"80054062"|"130796538"
"A-7-6"|No |"80054062"|"130796539"
"A-4"|Yes|"80054063"|"130796540"
"A-6"|No |"80054063"|"130796541"
"A-6"|Yes|"80054064"|"130796543"
"A-7-6"|No |"80054064"|"130796542"
"A-4"|No |"80054049"|"130796512"
"A-6"|Yes|"80054049"|"130796510"
"A-7-5"|No |"80054049"|"130796511"
"A-1-b"|No |"80054050"|"130796513"
"A-4"|Yes|"80054050"|"130796514"
"A-6"|No |"80054050"|"130796515"
"A-4"|No |"80054051"|"130796517"
"A-6"|Yes|"80054051"|"130796518"
"A-7-6"|No |"80054051"|"130796516"
"A-6"|No |"80054052"|"130796520"
"A-7-6"|Yes|"80054052"|"130796519"
"A-6"|No |"80054053"|"130796521"
"A-7-6"|Yes|"80054053"|"130796522"
"A-6"|Yes|"80054054"|"130796523"
"A-7-6"|No |"80054054"|"130796524"
"A-4"|No |"80054055"|"130796525"
"A-6"|Yes|"80054055"|"130796526"
"A-4"|No |"80052843"|"130793975"
"A-6"|Yes|"80052843"|"130793976"
"A-4"|Yes|"80052844"|"130793977"
"A-6"|No |"80052844"|"130793978"
"A-4"|Yes|"80052845"|"130793979"
"A-6"|No |"80052845"|"130793980"
"A-4"|Yes|"80052846"|"130793981"
"A-6"|No |"80052846"|"130793982"
"A-7"|No |"80052846"|"130793983"
"A-4"|Yes|"80052847"|"130793984"
"A-6"|No |"80052847"|"130793985"
"A-4"|No |"80052848"|"130793986"
"A-6"|Yes|"80052848"|"130793987"
"A-7"|No |"80052848"|"130793988"
"A-4"|No |"80052849"|"130793989"
"A-6"|Yes|"80052849"|"130793990"
"A-7"|No |"80052849"|"130793991"
"A-2"|No |"80052850"|"130793992"
